nohup: ignoring input
2
Namespace(Layers=2, alpha=0.5, batch=4096, dataset='CiaoDVD', decay=0.97, epochs=100, gcn_act='prelu', graphSampleSeed=5000, hide_dim=32, layer_dim='[32]', lr=0.055, metareg=0.15, minlr=0.0001, patience=5, permute=1, rank=3, reg=0.043, seed=3, ssl_beta=0.32, ssl_iSamp=512, ssl_ineg=0.025, ssl_ireg=0.05, ssl_reg=0.02, ssl_temp=0.5, ssl_uSamp=512, ssl_uneg=0.045, ssl_ureg=0.04, tau_inst=6, topk=20, wi1=0.8, wi2=0.2, wu1=0.8, wu2=0.2)
ModelName = SR-HAN_CiaoDVD_1712818161_hide_dim_32_lr_0.055_reg_0.043_topK_20-ssl_ureg_0.04-ssl_ireg_0.05
0.5076 	 0.8776767676767676 	 0.5089413 	 0.5044	0.49 	 0.27207947729974047	0.1100	0.0800	0.0767	0.0750	0.0680	0.0490	0.0400
0.5044 	 0.886060606060606 	 0.5076664000000001 	 0.5076	0.6 	 0.3496164883714089	0.1500	0.1350	0.1033	0.0975	0.0880	0.0600	0.0380
0.5074 	 0.8790909090909093 	 0.50961726 	 0.5062	0.63 	 0.3718153402453682	0.1800	0.1300	0.1133	0.1025	0.0860	0.0630	0.0375
0.5144 	 0.8918181818181818 	 0.51310372 	 0.5091	0.65 	 0.3803399742344889	0.1700	0.1300	0.1167	0.1050	0.0940	0.0650	0.0400
0.51 	 0.8862626262626263 	 0.5159598599999999 	 0.5119	0.69 	 0.37460850285989905	0.1400	0.1250	0.0967	0.1000	0.0900	0.0690	0.0405
0.508 	 0.8721212121212121 	 0.51531504 	 0.5097	0.63 	 0.37830653951383775	0.1800	0.1450	0.1167	0.1000	0.0880	0.0630	0.0395
0.5124 	 0.8710101010101009 	 0.51239984 	 0.5103	0.62 	 0.3379472257664261	0.1200	0.1150	0.1000	0.0900	0.0860	0.0620	0.0395
0.5048 	 0.8692929292929295 	 0.5119828 	 0.5129	0.65 	 0.3607419123060913	0.1600	0.1000	0.1000	0.0925	0.0860	0.0650	0.0390
0.5064 	 0.8655555555555555 	 0.5105052 	 0.5131	0.64 	 0.3502571003610571	0.1200	0.1300	0.1067	0.0900	0.0860	0.0640	0.0390
0.5028 	 0.8552525252525253 	 0.50918788 	 0.5149	0.63 	 0.3682502088077873	0.1800	0.1300	0.1033	0.0900	0.0860	0.0630	0.0365
0.5066 	 0.8453535353535354 	 0.5105756 	 0.5112	0.61 	 0.3444051021105986	0.1500	0.1000	0.1000	0.0975	0.0860	0.0610	0.0380
