/home/cn/anaconda3/envs/HGCL/bin/python3 /home/cn/lfy/HGCL-main/main.py --dataset Yelp --ssl_temp 0.5 --ssl_ureg 0.06 --ssl_ireg 0.07 --lr 0.058 --reg 0.05 --ssl_beta 0.45 --rank 3
2
Namespace(Layers=2, alpha=0.5, batch=4096, dataset='Yelp', decay=0.97, epochs=100, gcn_act='prelu', graphSampleSeed=5000, hide_dim=32, layer_dim='[32]', lr=0.058, metareg=0.15, minlr=0.0001, patience=5, permute=1, rank=3, reg=0.05, seed=3, ssl_beta=0.45, ssl_iSamp=512, ssl_ineg=0.035, ssl_ireg=0.07, ssl_reg=0.02, ssl_temp=0.5, ssl_uSamp=512, ssl_uneg=0.025, ssl_ureg=0.06, tau_inst=6, topk=20, wi1=0.8, wi2=0.2, wu1=0.8, wu2=0.2)
ModelName = SR-HAN_CiaoDVD_1712741503_hide_dim_32_lr_0.058_reg_0.05_topK_20-ssl_ureg_0.06-ssl_ireg_0.07
0.5056 	 0.8595959595959596 	 0.5080496400000001 	 0.5053	0.5 	 0.26258286775446577	0.1000	0.0700	0.0700	0.0675	0.0600	0.0500	0.0360
0.5034 	 0.8576767676767676 	 0.5071342000000001 	 0.5071	0.55 	 0.3086555158800341	0.1100	0.1050	0.0967	0.0925	0.0860	0.0550	0.0350
0.5064 	 0.8546464646464647 	 0.51024068 	 0.5093	0.59 	 0.34185293294119345	0.1600	0.1100	0.1033	0.0925	0.0840	0.0590	0.0365
0.5098 	 0.8718181818181818 	 0.51310768 	 0.5083	0.62 	 0.3661987969000842	0.1800	0.1200	0.1033	0.0950	0.0900	0.0620	0.0390
0.512 	 0.8664646464646464 	 0.5153317199999999 	 0.511	0.67 	 0.36557099643533214	0.1400	0.1250	0.1100	0.0950	0.0820	0.0670	0.0390
0.5104 	 0.8597979797979797 	 0.514474 	 0.5101	0.59 	 0.35113683907078125	0.1500	0.1400	0.1233	0.0975	0.0800	0.0590	0.0380
0.511 	 0.8504040404040403 	 0.51116556 	 0.5116	0.54 	 0.31658275360153315	0.1500	0.1050	0.1033	0.0825	0.0740	0.0540	0.0370
0.5054 	 0.8438383838383838 	 0.5097288799999999 	 0.5097	0.56 	 0.32891811669458443	0.1600	0.1100	0.0933	0.0850	0.0760	0.0560	0.0355
0.5094 	 0.8477777777777775 	 0.5096131799999999 	 0.5096	0.55 	 0.34231800829237125	0.1800	0.1350	0.1000	0.0900	0.0800	0.0550	0.0365
0.5108 	 0.8395959595959595 	 0.5094426400000001 	 0.5113	0.54 	 0.3424080843900548	0.1900	0.1250	0.1100	0.0900	0.0780	0.0540	0.0350
