nohup: ignoring input
2
Namespace(Layers=2, alpha=0.5, batch=4096, dataset='CiaoDVD', decay=0.97, epochs=100, gcn_act='prelu', graphSampleSeed=5000, hide_dim=32, layer_dim='[32]', lr=0.055, metareg=0.15, minlr=0.0001, patience=5, permute=1, rank=3, reg=0.043, seed=505, ssl_beta=0.32, ssl_iSamp=512, ssl_ineg=0.035, ssl_ireg=0.05, ssl_reg=0.02, ssl_temp=0.5, ssl_uSamp=512, ssl_uneg=0.045, ssl_ureg=0.04, tau_inst=6, topk=20, wi1=0.8, wi2=0.2, wu1=0.8, wu2=0.2)
ModelName = SR-HAN_CiaoDVD_1712889725_hide_dim_32_lr_0.055_reg_0.043_topK_20-ssl_ureg_0.04-ssl_ireg_0.05
0.5016 	 0.8645454545454544 	 0.50320064 	 0.5071	0.49 	 0.2508705217940486	0.0800	0.0750	0.0667	0.0625	0.0600	0.0490	0.0385
0.499 	 0.8740404040404038 	 0.50601228 	 0.5109	0.59 	 0.3073494521122494	0.1000	0.1000	0.0867	0.0775	0.0740	0.0590	0.0400
0.5002 	 0.8752525252525252 	 0.50636112 	 0.5089	0.61 	 0.3643768121066917	0.1600	0.1400	0.1167	0.0975	0.0980	0.0610	0.0395
0.504 	 0.8555555555555554 	 0.5087448000000001 	 0.5068	0.53 	 0.32871940085984386	0.1400	0.1300	0.1133	0.1025	0.0920	0.0530	0.0375
0.5114 	 0.8566666666666666 	 0.51684198 	 0.5069	0.61 	 0.40547488012074934	0.2500	0.1650	0.1200	0.1000	0.0940	0.0610	0.0385
0.5126 	 0.8453535353535354 	 0.5144446 	 0.507	0.58 	 0.3740866909019681	0.2200	0.1500	0.1133	0.0925	0.0860	0.0580	0.0355
0.5136 	 0.846161616161616 	 0.5166175000000001 	 0.5084	0.61 	 0.36614051112984797	0.1500	0.1450	0.1200	0.1125	0.0960	0.0610	0.0360
0.5066 	 0.8353535353535352 	 0.51496908 	 0.5068	0.58 	 0.3827607525243769	0.2100	0.1700	0.1300	0.1050	0.0920	0.0580	0.0350
0.5114 	 0.8271717171717171 	 0.5164709 	 0.5077	0.57 	 0.35619668086910805	0.1800	0.1300	0.1067	0.1050	0.0960	0.0570	0.0370
0.5048 	 0.8106060606060607 	 0.51174302 	 0.5061	0.56 	 0.3518425487233324	0.1800	0.1400	0.1133	0.0950	0.0860	0.0560	0.0340
0.5042 	 0.8153535353535353 	 0.51077868 	 0.5048	0.54 	 0.33702507050192976	0.1600	0.1350	0.1067	0.0975	0.0860	0.0540	0.0340
0.5074 	 0.8257575757575757 	 0.51262438 	 0.5037	0.59 	 0.35740691283592346	0.1800	0.1350	0.1033	0.0900	0.0840	0.0590	0.0355
0.5134 	 0.8175757575757575 	 0.51490034 	 0.5042	0.54 	 0.32455914133631575	0.1600	0.1200	0.0933	0.0875	0.0740	0.0540	0.0370
0.5062 	 0.8260606060606059 	 0.51168032 	 0.5043	0.6 	 0.35712000038357755	0.1600	0.1300	0.1133	0.0975	0.0880	0.0600	0.0360
0.5034 	 0.8258585858585857 	 0.51059332 	 0.5061	0.57 	 0.37280440693456873	0.2000	0.1650	0.1167	0.1025	0.0900	0.0570	0.0370
0.508 	 0.8271717171717171 	 0.51262908 	 0.5079	0.57 	 0.34233825792805733	0.1400	0.1400	0.1200	0.1000	0.0880	0.0570	0.0370
0.5072 	 0.8288888888888887 	 0.51229908 	 0.5042	0.59 	 0.35602739554816	0.1800	0.1250	0.1067	0.0950	0.0860	0.0590	0.0355
0.5054 	 0.8288888888888889 	 0.5119956 	 0.5067	0.58 	 0.3677305148019574	0.2000	0.1450	0.1133	0.1000	0.0860	0.0580	0.0370
0.509 	 0.8365656565656565 	 0.5131720399999999 	 0.5086	0.62 	 0.3656748894179694	0.1700	0.1350	0.1100	0.1000	0.0860	0.0620	0.0380
0.5056 	 0.8373737373737373 	 0.5127410800000001 	 0.5076	0.6 	 0.34924437821121906	0.1400	0.1400	0.1133	0.0925	0.0860	0.0600	0.0370
0.5076 	 0.8312121212121211 	 0.5122069800000001 	 0.5075	0.57 	 0.36546266080039386	0.2100	0.1450	0.1100	0.1000	0.0820	0.0570	0.0370
0.5066 	 0.8316161616161617 	 0.51126512 	 0.5074	0.61 	 0.37891118094257076	0.2100	0.1450	0.1100	0.0900	0.0840	0.0610	0.0375
0.5124 	 0.8383838383838383 	 0.5108368799999999 	 0.5062	0.62 	 0.37242341712810634	0.1800	0.1450	0.1100	0.0950	0.0880	0.0620	0.0380
