/home/cn/anaconda3/envs/HGCL/bin/python3 /home/cn/lfy/HGCL-main/main.py --dataset Yelp --ssl_temp 0.5 --ssl_ureg 0.06 --ssl_ireg 0.07 --lr 0.058 --reg 0.05 --ssl_beta 0.45 --rank 3
2
Namespace(Layers=2, alpha=0.5, batch=8192, dataset='city', decay=0.97, epochs=100, gcn_act='prelu', graphSampleSeed=5000, hide_dim=32, layer_dim='[32]', lr=0.058, metareg=0.15, minlr=0.0001, patience=5, permute=1, rank=3, reg=0.05, seed=1234, ssl_beta=0.45, ssl_iSamp=512, ssl_ineg=0.045, ssl_ireg=0.07, ssl_reg=0.02, ssl_temp=0.5, ssl_uSamp=512, ssl_uneg=0.045, ssl_ureg=0.06, tau_inst=6, topk=20, wi1=0.8, wi2=0.2, wu1=0.8, wu2=0.2)
ModelName = SR-HAN_city_1713096097_hide_dim_32_lr_0.058_reg_0.05_topK_20-ssl_ureg_0.06-ssl_ireg_0.07
0.59 	 0.4031729107705289	0.2500	0.1650	0.1300	0.1075	0.0980	0.0590	0.0400
0.59 	 0.38323276003875983	0.2200	0.1300	0.1300	0.1125	0.0960	0.0590	0.0385
0.61 	 0.38597382022679605	0.2100	0.1400	0.1233	0.1100	0.0960	0.0610	0.0385
0.64 	 0.39532044556580076	0.2100	0.1400	0.1200	0.1050	0.0980	0.0640	0.0400
0.65 	 0.4057152708428843	0.2200	0.1500	0.1267	0.1075	0.1020	0.0650	0.0390
0.62 	 0.3820096253417903	0.2000	0.1350	0.1233	0.1000	0.0980	0.0620	0.0400
0.65 	 0.3997941815373439	0.2100	0.1450	0.1200	0.1100	0.1000	0.0650	0.0395
0.61 	 0.3924434245052101	0.2100	0.1550	0.1333	0.1125	0.0960	0.0610	0.0390
0.61 	 0.39398381321470927	0.2300	0.1450	0.1167	0.1100	0.0960	0.0610	0.0395
0.61 	 0.380763609741399	0.2100	0.1300	0.1133	0.1050	0.0980	0.0610	0.0385
0.6 	 0.3797119807250363	0.2100	0.1400	0.1167	0.1000	0.0920	0.0600	0.0400
0.59 	 0.37415897643109225	0.2000	0.1350	0.1167	0.1125	0.0960	0.0590	0.0385
0.61 	 0.39218404369901483	0.2300	0.1450	0.1167	0.1075	0.0940	0.0610	0.0380
0.61 	 0.3840462945525718	0.2100	0.1400	0.1167	0.1075	0.0980	0.0610	0.0385
0.59 	 0.3856880089107529	0.2200	0.1500	0.1200	0.1100	0.0960	0.0590	0.0395
0.6 	 0.3894988847351435	0.2200	0.1450	0.1233	0.1125	0.1020	0.0600	0.0380
0.59 	 0.38573806288302387	0.2200	0.1550	0.1167	0.1075	0.0940	0.0590	0.0395
0.59 	 0.3809734885640129	0.2200	0.1350	0.1200	0.1075	0.0960	0.0590	0.0390
0.6 	 0.39354273196112927	0.2300	0.1500	0.1267	0.1075	0.1000	0.0600	0.0395
0.61 	 0.3870325437193424	0.2100	0.1400	0.1267	0.1100	0.0980	0.0610	0.0400
0.64 	 0.40467178367599366	0.2200	0.1550	0.1233	0.1100	0.1000	0.0640	0.0400
0.61 	 0.3941815377296042	0.2200	0.1400	0.1333	0.1125	0.1000	0.0610	0.0395
0.61 	 0.3879848001980794	0.2200	0.1400	0.1200	0.1050	0.0960	0.0610	0.0405
0.61 	 0.38395304137074404	0.2100	0.1400	0.1167	0.1025	0.0960	0.0610	0.0395
0.62 	 0.3974024377931884	0.2300	0.1400	0.1233	0.1100	0.0980	0.0620	0.0390
0.59 	 0.3835379774306367	0.2200	0.1400	0.1200	0.1100	0.1000	0.0590	0.0385

Process finished with exit code 0
